;stage;fecha_hecho;poblacion;territorio;caracteristica;patrimonio;latitud;longitud;caso;valor;cantidad;id;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;id;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;id;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;id;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida
287658;eeb0b2b7e11090ba29cd0a285e8d8f49edf7b3f8;2020-12-01 20:00:00;efc3cd1f085b0980222f0eaf51fe1a2f2428ad93;b39a5f50da54954afdd6ec1a6c2a220274bfd219;cf6494077082b620d07b18d7c92a746d69b19863;3a8e703a337586d18e01c727a2885a179ee16015;6,30772461;-75,5851002;VERDADERO;700000;1;b39a5f50da54954afdd6ec1a6c2a220274bfd219;El Triunfo;#0612;6;Potrero;Doce de Octubre;efc3cd1f085b0980222f0eaf51fe1a2f2428ad93;Hombre;75;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
289369;HS_HURTO_GENERAL_2010_21962;2007-03-22 23:00:00;07ab83f0191239f2f355a666b55c3f1add2229c7;4784ef1eca4b5c8ec0bac372c3154810b337eafe;fe0fbe427c674dff113efcac6cda7a55e0565a5f;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;300000;1;4784ef1eca4b5c8ec0bac372c3154810b337eafe;Piedra Gorda;#9010;90;Finca;Villa Hermosa;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;fe0fbe427c674dff113efcac6cda7a55e0565a5f;Hurto de semoviente;Abuso de confianza;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
291519;HS_HURTO_GENERAL_2010_35695;2010-08-26 15:00:00;b968b528b74e29cc768bf9cbe30373e6fcdbec7f;5969293b944e1f4b3a588b555a5c0d6c0129ce6d;4cb0184ae04883cef9a5040f13f04e6a85b67e62;3a8e703a337586d18e01c727a2885a179ee16015;;;VERDADERO;8000000;1;5969293b944e1f4b3a588b555a5c0d6c0129ce6d;La Rosa;#0211;2;Vía pública;Santa Cruz;b968b528b74e29cc768bf9cbe30373e6fcdbec7f;Hombre;36;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;4cb0184ae04883cef9a5040f13f04e6a85b67e62;Hurto de semoviente;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
291520;HS_HURTO_GENERAL_2013_30022;2010-08-26 15:00:00;b968b528b74e29cc768bf9cbe30373e6fcdbec7f;5969293b944e1f4b3a588b555a5c0d6c0129ce6d;4cb0184ae04883cef9a5040f13f04e6a85b67e62;3a8e703a337586d18e01c727a2885a179ee16015;;;FALSO;8000000;1;5969293b944e1f4b3a588b555a5c0d6c0129ce6d;La Rosa;#0211;2;Vía pública;Santa Cruz;b968b528b74e29cc768bf9cbe30373e6fcdbec7f;Hombre;36;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;4cb0184ae04883cef9a5040f13f04e6a85b67e62;Hurto de semoviente;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
301725;f56cf0675b9a9662beba469502958094510143da;2018-03-17 12:00:00;af4c6040c5e3e0676a7da5454224a82ef333800c;d7b90280f0b7c0a00a37a14181fd415fddf14719;c7e9b3de9701f5d074e0895f06b836023fe0f144;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,25666436;-75,61385363;FALSO;1700000;1;d7b90280f0b7c0a00a37a14181fd415fddf14719;San Javier No.1;#1309;13;Vía pública;San Javier;af4c6040c5e3e0676a7da5454224a82ef333800c;Hombre;63;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;c7e9b3de9701f5d074e0895f06b836023fe0f144;Hurto de semoviente;Arreo;Sin dato;Sin dato;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
301749;3669260751129be1691e64c31870506454bebe42;2018-03-17 12:00:00;af4c6040c5e3e0676a7da5454224a82ef333800c;d7b90280f0b7c0a00a37a14181fd415fddf14719;c7e9b3de9701f5d074e0895f06b836023fe0f144;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,25666436;-75,61385363;VERDADERO;2000000;1;d7b90280f0b7c0a00a37a14181fd415fddf14719;San Javier No.1;#1309;13;Vía pública;San Javier;af4c6040c5e3e0676a7da5454224a82ef333800c;Hombre;63;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;c7e9b3de9701f5d074e0895f06b836023fe0f144;Hurto de semoviente;Arreo;Sin dato;Sin dato;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
316237;08764882289e3947a4c22b33328f4712b0c20729;2017-10-10 21:00:00;c56967e91f21da33814cc626c4b6354844fc8f9a;0b565920d8933724977014a1b29b47fdc3b72a77;d852fb703a17142dc115367cbd161c9594fcb76d;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,19004343;-75,66067885;VERDADERO;4000000;1;0b565920d8933724977014a1b29b47fdc3b72a77;Potrerito;#8002;80;Finca;San Antonio de Prado;c56967e91f21da33814cc626c4b6354844fc8f9a;Hombre;42;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;d852fb703a17142dc115367cbd161c9594fcb76d;Hurto de semoviente;Desvalijar o descuartizar;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
320140;HS_HURTO_GENERAL_2013_16552;2006-05-17 00:00:00;0886e61d3834758b4ccba5dcac38b6a48ed037a9;c13e00da5e293e8737c98e1866d7884ae2615254;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;1200000;1;c13e00da5e293e8737c98e1866d7884ae2615254;Las Violetas;#1616;16;Vía pública;Belén;0886e61d3834758b4ccba5dcac38b6a48ed037a9;Hombre;44;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
332165;985ef419572e9cc065879d9fb147af8e85807dd7;2019-07-31 00:00:00;0a2ad9f04d82813cb2193b2bdcac1a3ee09c9869;fcefc429c14a22b38ce1bb1e89ce22895701d2d1;d852fb703a17142dc115367cbd161c9594fcb76d;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,35313298;-75,69555666;VERDADERO;5000000;1;fcefc429c14a22b38ce1bb1e89ce22895701d2d1;Potrera Miserenga;#5008;50;Finca;Doce de Octubre;0a2ad9f04d82813cb2193b2bdcac1a3ee09c9869;Mujer;49;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;d852fb703a17142dc115367cbd161c9594fcb76d;Hurto de semoviente;Desvalijar o descuartizar;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
334652;HS_HURTO_GENERAL_2010_10744;2004-11-16 02:00:00;770cca776e01119033c796e9327e2a91918c9a65;b0d64a6fe1d6a3628e384e260a0cbc5041aecfb7;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;899999,9375;1;b0d64a6fe1d6a3628e384e260a0cbc5041aecfb7;Robledo;#0717;7;Finca;Castilla;770cca776e01119033c796e9327e2a91918c9a65;Hombre;47;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
343915;30d50ea35043794fb0883c7b83b2fe12b76a9e69;2018-03-11 10:00:00;5ad7132aaabd6c5432be4cd0e98a5d4b511ee51d;823edc9a63586f54f8590cf65022bcd11f855ed0;fa314032ba1b837f51e5230660ab8b5518ca573c;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,27549029;-75,63907444;VERDADERO;2000000;1;823edc9a63586f54f8590cf65022bcd11f855ed0;La Palma S.C.;#6001;60;Finca;Doce de Octubre;5ad7132aaabd6c5432be4cd0e98a5d4b511ee51d;Hombre;51;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
356274;HS_HURTO_GENERAL_2010_30480;2009-03-17 10:00:00;ad8005d09860800b6d6092636f53b28b28c433f5;6fb2d0e25dd528aedf46cee7e82c97c23db9357b;429baa1a54a03fc261ea315e9160af5906391bdb;3a8e703a337586d18e01c727a2885a179ee16015;;;FALSO;18000000;1;6fb2d0e25dd528aedf46cee7e82c97c23db9357b;V. El Salado;#8006;80;Finca;Itagüí;ad8005d09860800b6d6092636f53b28b28c433f5;Mujer;50;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
356275;HS_HURTO_GENERAL_2010_30481;2009-03-17 10:00:00;4e191dc0a73b16df9c74b2d1c538ed3142e37b73;6fb2d0e25dd528aedf46cee7e82c97c23db9357b;fe0fbe427c674dff113efcac6cda7a55e0565a5f;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;3000000;1;6fb2d0e25dd528aedf46cee7e82c97c23db9357b;V. El Salado;#8006;80;Finca;Itagüí;4e191dc0a73b16df9c74b2d1c538ed3142e37b73;Hombre;75;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fe0fbe427c674dff113efcac6cda7a55e0565a5f;Hurto de semoviente;Abuso de confianza;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
356277;HS_HURTO_GENERAL_2010_30476;2009-03-17 10:00:00;ad8005d09860800b6d6092636f53b28b28c433f5;6fb2d0e25dd528aedf46cee7e82c97c23db9357b;429baa1a54a03fc261ea315e9160af5906391bdb;3a8e703a337586d18e01c727a2885a179ee16015;;;VERDADERO;2000000;1;6fb2d0e25dd528aedf46cee7e82c97c23db9357b;V. El Salado;#8006;80;Finca;Itagüí;ad8005d09860800b6d6092636f53b28b28c433f5;Mujer;50;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
362399;cc3477c34c68c8fd8b96b78cb52ef3ef3ccdcf48;2018-06-02 00:00:00;339155152ec42b825e1232a6513166f3534cc8d5;c9ac2aa9bb65e95aca49ff68076a76e72043795b;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,27968677;-75,59642464;VERDADERO;1200000;1;c9ac2aa9bb65e95aca49ff68076a76e72043795b;Palenque;#0716;7;Vía pública;Castilla;339155152ec42b825e1232a6513166f3534cc8d5;Hombre;64;Divorciado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
369244;HS_HURTO_GENERAL_2014_8299;2014-10-02 18:30:00;d4d8be423bd98f032a604ec9d9c6fc4a7c452f32;e28c3a2087fe67689cc2cc0786b3825e840b1d37;14ddbf55ca54e0eb4eef60d03b2869aa888e7b27;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,252146;-75,686969;VERDADERO;2000000;1;e28c3a2087fe67689cc2cc0786b3825e840b1d37;El Astillero;#8005;80;Finca;San Antonio de Prado;d4d8be423bd98f032a604ec9d9c6fc4a7c452f32;Hombre;60;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;14ddbf55ca54e0eb4eef60d03b2869aa888e7b27;Hurto de semoviente;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
374076;1f53ff6254e8d6430b611dc13e2940209cf178da;2017-05-03 01:00:00;8c9898ab5e132ff44399d11c231bb139cec91e22;5bd6260172b8bee3e9896aaa3abea887d7576c66;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,28076857;-75,61572041;VERDADERO;6000000;1;5bd6260172b8bee3e9896aaa3abea887d7576c66;Área de expansión Pajarito;#AE1;60;Potrero;Doce de Octubre;8c9898ab5e132ff44399d11c231bb139cec91e22;Hombre;48;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
378988;HS_HURTO_GENERAL_2010_717;2003-03-26 17:45:00;9a9c58e3dd81f5a2de65159bfde4daa5498639b4;9552a11f7a40639863e437ffa994cbca7efba8a3;eaacba87b3e029abdb58e4214b44ccc315fd2de2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;500000;1;9552a11f7a40639863e437ffa994cbca7efba8a3;Toscana;#0501;5;Vía pública;Castilla;9a9c58e3dd81f5a2de65159bfde4daa5498639b4;Hombre;65;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
379477;HS_HURTO_GENERAL_2013_25681;2009-03-17 10:00:00;4e191dc0a73b16df9c74b2d1c538ed3142e37b73;2d832060c04444c585f6fe59169694a56073cf2f;fe0fbe427c674dff113efcac6cda7a55e0565a5f;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;3000000;1;2d832060c04444c585f6fe59169694a56073cf2f;V. El Salado;#8006;80;Finca;Belén;4e191dc0a73b16df9c74b2d1c538ed3142e37b73;Hombre;75;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fe0fbe427c674dff113efcac6cda7a55e0565a5f;Hurto de semoviente;Abuso de confianza;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
379478;HS_HURTO_GENERAL_2013_25682;2009-03-17 10:00:00;ad8005d09860800b6d6092636f53b28b28c433f5;2d832060c04444c585f6fe59169694a56073cf2f;429baa1a54a03fc261ea315e9160af5906391bdb;3a8e703a337586d18e01c727a2885a179ee16015;;;FALSO;2000000;1;2d832060c04444c585f6fe59169694a56073cf2f;V. El Salado;#8006;80;Finca;Belén;ad8005d09860800b6d6092636f53b28b28c433f5;Mujer;50;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
379479;HS_HURTO_GENERAL_2013_25683;2009-03-17 10:00:00;ad8005d09860800b6d6092636f53b28b28c433f5;2d832060c04444c585f6fe59169694a56073cf2f;429baa1a54a03fc261ea315e9160af5906391bdb;3a8e703a337586d18e01c727a2885a179ee16015;;;FALSO;18000000;1;2d832060c04444c585f6fe59169694a56073cf2f;V. El Salado;#8006;80;Finca;Belén;ad8005d09860800b6d6092636f53b28b28c433f5;Mujer;50;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
389460;7d8e08e667feb54f5f441b3b6978c5e3912092ba;2018-11-28 19:30:00;255af87470f66839d91fee8a8d5e3999ae5c03bf;8f1c7fc5fd6988eacc2e07a38ac34f915810cd8d;cf6494077082b620d07b18d7c92a746d69b19863;cdd2403abc2fbe19253a01600a49420c01503694;6,31622015;-75,65726908;VERDADERO;3000000;1;8f1c7fc5fd6988eacc2e07a38ac34f915810cd8d;Boqueron;#6006;60;Finca;Doce de Octubre;255af87470f66839d91fee8a8d5e3999ae5c03bf;Hombre;30;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
401889;HS_HURTO_GENERAL_2010_27743;2008-09-22 16:30:00;65fcf928a6ccbc2e7e13d28e5584d72f0bda004d;96a1a883d7739a36c899c179530b70a4e9942866;429baa1a54a03fc261ea315e9160af5906391bdb;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;6000000;1;96a1a883d7739a36c899c179530b70a4e9942866;Sin dato 13 San Javier;SIN DATO 13 SAN JAVIER;13;Vía pública;Doce de Octubre;65fcf928a6ccbc2e7e13d28e5584d72f0bda004d;Hombre;47;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
401891;HS_HURTO_GENERAL_2013_23643;2008-09-22 16:30:00;65fcf928a6ccbc2e7e13d28e5584d72f0bda004d;96a1a883d7739a36c899c179530b70a4e9942866;429baa1a54a03fc261ea315e9160af5906391bdb;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;6000000;1;96a1a883d7739a36c899c179530b70a4e9942866;Sin dato 13 San Javier;SIN DATO 13 SAN JAVIER;13;Vía pública;Doce de Octubre;65fcf928a6ccbc2e7e13d28e5584d72f0bda004d;Hombre;47;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
402160;HS_HURTO_GENERAL_2013_14097;2005-11-15 20:10:00;c770a908eab576a303134aaf20585503261e8a37;d6e1b95cfc4bb5da3fc7004caf3e9aac0c48e4ec;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;10800000;1;d6e1b95cfc4bb5da3fc7004caf3e9aac0c48e4ec;Sin dato;SIN DATO;SIN DATO;Vía pública;Doce de Octubre;c770a908eab576a303134aaf20585503261e8a37;Hombre;35;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
